net_worth,full_name,age,gender,country_of_citizenship,country_of_residence,city_of_residence,industries,self_made,cpi_country,cpi_change_country,gdp_country,life_expectancy_country
2.5,Susan Alfond,77,Female,United States,United States,Scarborough,Fashion & Retail,FALSE,117.24,7.5,21.4277,78.5
2.5,Ted Alfond,78,Male,United States,United States,Weston,Fashion & Retail,FALSE,117.24,7.5,21.4277,78.5
2.5,Riley Bechtel & family,71,Male,United States,United States,San Francisco,Construction & Engineering,FALSE,117.24,7.5,21.4277,78.5
2.5,Thor Bjorgolfsson,56,Male,Iceland,United Kingdom,London,Diversified,TRUE,119.62,1.7,2.827113185,81.3
2.5,Charles Bronfman,91,Male,Canada,United States,Palm Beach,Food & Beverage,FALSE,117.24,7.5,21.4277,78.5
2.5,Vivek Chand Burman,85,Male,India,India,Delhi,Food & Beverage,FALSE,180.44,7.7,2.611,69.4
2.5,Herb Chambers,81,Male,United States,United States,Boston,Automotive,TRUE,117.24,7.5,21.4277,78.5
2.5,Cheng Yixiao,39,Male,China,China,Beijing,Media & Entertainment,TRUE,125.08,2.9,19.91,77
2.5,Andrew Cherng,75,Male,United States,United States,Las Vegas,Food & Beverage,TRUE,117.24,7.5,21.4277,78.5
2.5,Peggy Cherng,75,Female,United States,United States,Las Vegas,Food & Beverage,TRUE,117.24,7.5,21.4277,78.5
2.5,Leon G. Cooperman,79,Male,United States,United States,Boca Raton,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
2.5,Yadu Hari Dalmia & family,75,Male,India,India,Delhi,Manufacturing,FALSE,180.44,7.7,2.611,69.4
2.5,Henry Davis,72,Male,United States,United States,Omaha,Food & Beverage,FALSE,117.24,7.5,21.4277,78.5
2.5,Oleg Deripaska,55,Male,Russia,Russia,Moscow,Metals & Mining,TRUE,180.75,4.5,1.699876579,72.7
2.5,Sergey Dmitriev,57,Male,Cyprus,Cyprus,Paralimni,Technology,TRUE,102.51,0.3,0.024564648,80.8
2.5,Joseph Edelman,67,Male,United States,United States,New York,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
2.5,Sandeep Engineer,61,Male,India,India,Ahmedabad,Manufacturing,TRUE,180.44,7.7,2.611,69.4
2.5,Alceu Elias Feldmann & family,73,Male,Brazil,Brazil,Curitiba,Energy,TRUE,167.4,3.7,1.839758041,75.7
2.5,Serge Godin,73,Male,Canada,Canada,Westmount,Technology,TRUE,116.76,1.9,1.73642563,81.9
2.5,Alec Gores,70,Male,United States,United States,Beverly Hills,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
2.5,Bill Haslam,64,Male,United States,United States,Knoxville,Fashion & Retail,FALSE,117.24,7.5,21.4277,78.5
2.5,J. Tomilson Hill,74,Male,United States,United States,New York,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
2.5,Jay-Z,53,Male,United States,United States,New York,Media & Entertainment,TRUE,117.24,7.5,21.4277,78.5
2.5,Baba Kalyani,74,Male,India,India,Pune,Automotive,FALSE,180.44,7.7,2.611,69.4
2.5,Saban Cemil Kazanci,62,Male,Turkey,Turkey,Istanbul,Energy,FALSE,234.44,15.2,0.754411708,77.4
2.5,Brad Kelley,66,Male,United States,United States,Franklin,Real Estate,TRUE,117.24,7.5,21.4277,78.5
2.5,Wolfgang Leitner,70,Male,Austria,Austria,Graz,Construction & Engineering,TRUE,118.06,1.5,0.44631474,81.6
2.5,Li Hongxin & family,70,Male,China,China,Yanzhou,Manufacturing,TRUE,125.08,2.9,19.91,77
2.5,Lin Chen-hai,76,Male,Taiwan,Taiwan,Taipei,Real Estate,TRUE,NA,NA,NA,NA
2.5,Lu Yiwen,36,Female,China,China,Shenzhen,Fashion & Retail,TRUE,125.08,2.9,19.91,77
2.5,Prayudh Mahagitsiri,77,Male,Thailand,Thailand,Bangkok,Food & Beverage,FALSE,113.27,0.7,0.543649976,76.9
2.5,Willy Michel,76,Male,Switzerland,Switzerland,Burgdorf,Healthcare,TRUE,99.55,0.4,0.703082435,83.6
2.5,Lachhman Das Mittal,92,Male,India,India,Delhi,Automotive,FALSE,180.44,7.7,2.611,69.4
2.5,Bobby Murphy,34,Male,United States,United States,Venice,Technology,TRUE,117.24,7.5,21.4277,78.5
2.5,Tomas Olivo Lopez,49,Male,Spain,Spain,Marbella,Real Estate,TRUE,110.96,0.7,1.394116311,83.3
2.5,Eren Ozmen,64,Female,United States,United States,Reno,Manufacturing,TRUE,117.24,7.5,21.4277,78.5
2.5,John Pritzker,69,Male,United States,United States,San Francisco,Finance & Investments,FALSE,117.24,7.5,21.4277,78.5
2.5,Qiu Minxiu,77,Female,China,China,Shangyu,Technology,TRUE,125.08,2.9,19.91,77
2.5,Ferit Faik Sahenk,59,Male,Turkey,Turkey,Istanbul,Diversified,FALSE,234.44,15.2,0.754411708,77.4
2.5,Wenrong Shen,77,Male,China,China,Zhangjiagang,Metals & Mining,TRUE,125.08,2.9,19.91,77
2.5,Yuzhu Shi,60,Male,China,China,Shanghai,Diversified,TRUE,125.08,2.9,19.91,77
2.5,Jeff Sutton,63,Male,United States,United States,New York,Real Estate,TRUE,117.24,7.5,21.4277,78.5
2.5,"Henry Sy, Jr.",69,Male,Philippines,Philippines,Manila,Diversified,FALSE,129.61,2.5,0.376795509,71.1
2.5,Andrew Tan,71,Male,Philippines,Philippines,Manila,Diversified,TRUE,129.61,2.5,0.376795509,71.1
2.5,Arvind Tiku,53,Male,India,Singapore,Singapore,Energy,TRUE,114.41,0.6,0.372062527,83.1
2.5,Byron Trott,64,Male,United States,United States,Winnetka,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
2.5,Donald Trump,76,Male,United States,United States,Palm Beach,Real Estate,FALSE,117.24,7.5,21.4277,78.5
2.5,Peter Unger,78,Male,Germany,Germany,Neustadt an der Waldnaab,Automotive,TRUE,112.85,1.4,3.845630031,80.9
2.5,Roger Wang,74,Male,United States,China,Nanjing,Fashion & Retail,TRUE,125.08,2.9,19.91,77
2.5,Oprah Winfrey,69,Female,United States,United States,Montecito,Media & Entertainment,TRUE,117.24,7.5,21.4277,78.5
2.5,Wu Zhigang & family,88,Male,China,China,Shenyang,Food & Beverage,TRUE,125.08,2.9,19.91,77
2.5,Xie Weitong,66,Male,Taiwan,Singapore,NA,Metals & Mining,TRUE,114.41,0.6,0.372062527,83.1
2.5,Ye Guofu,45,Male,China,China,Guangzhou,Fashion & Retail,TRUE,125.08,2.9,19.91,77
2.4,Brian Acton,51,Male,United States,United States,Palo Alto,Technology,TRUE,117.24,7.5,21.4277,78.5
2.4,Abdulla Al Futtaim & family,83,Male,United Arab Emirates,United Arab Emirates,Dubai,Automotive,FALSE,114.52,-1.9,0.421142268,77.8
2.4,Edward Bass,77,Male,United States,United States,Fort Worth,Energy,FALSE,117.24,7.5,21.4277,78.5
2.4,Koos Bekker,70,Male,South Africa,South Africa,Cape Town,Media & Entertainment,TRUE,158.93,4.1,0.351431649,63.9
2.4,Otto Philipp Braun,45,Male,Germany,Germany,Melsungen,Healthcare,FALSE,112.85,1.4,3.845630031,80.9
2.4,Chen Tei-fu,74,Male,Taiwan,United States,Los Angeles,Fashion & Retail,TRUE,117.24,7.5,21.4277,78.5
2.4,Abilio dos Santos Diniz,86,Male,Brazil,Brazil,Sao Paulo,Fashion & Retail,FALSE,167.4,3.7,1.839758041,75.7
2.4,Marcel Erni,58,Male,Switzerland,Switzerland,Zug,Finance & Investments,TRUE,99.55,0.4,0.703082435,83.6
2.4,Doris Fisher,91,Female,United States,United States,San Francisco,Fashion & Retail,TRUE,117.24,7.5,21.4277,78.5
2.4,Gerald Ford,78,Male,United States,United States,Dallas,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
2.4,Bernard Fraisse & family,66,Male,France,France,Paris,Healthcare,TRUE,110.05,1.1,2.715518274,82.5
2.4,Alfred Gantner,55,Male,Switzerland,Switzerland,Zug,Finance & Investments,TRUE,99.55,0.4,0.703082435,83.6
2.4,Paul Gauselmann & family,88,Male,Germany,Germany,Espelkamp,Gambling & Casinos,TRUE,112.85,1.4,3.845630031,80.9
2.4,Mitchell Goldhar,61,Male,Canada,Canada,North York,Real Estate,TRUE,116.76,1.9,1.73642563,81.9
2.4,Peter Hargreaves,76,Male,United Kingdom,United Kingdom,Bristol,Finance & Investments,TRUE,119.62,1.7,2.827113185,81.3
2.4,Xuande Hua & family,79,Male,China,China,Taizhou,Healthcare,TRUE,125.08,2.9,19.91,77
2.4,Kwek Leng Kee,68,Male,Singapore,Singapore,Singapore,Diversified,FALSE,114.41,0.6,0.372062527,83.1
2.4,Catherine Lozick,77,Female,United States,United States,Fort Lauderdale,Manufacturing,FALSE,117.24,7.5,21.4277,78.5
2.4,Kalanithi Maran,57,Male,India,India,Chennai,Media & Entertainment,TRUE,180.44,7.7,2.611,69.4
2.4,Jed McCaleb,48,Male,United States,United States,Berkeley,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
2.4,Fatih Ozmen,65,Male,United States,United States,Reno,Manufacturing,TRUE,117.24,7.5,21.4277,78.5
2.4,Pan Laican,NA,Male,China,China,foshan,Food & Beverage,TRUE,125.08,2.9,19.91,77
2.4,Tor Peterson,58,Male,United States,Switzerland,Zug,Metals & Mining,TRUE,99.55,0.4,0.703082435,83.6
2.4,Daniel Pritzker,63,Male,United States,United States,Marin County,Finance & Investments,FALSE,117.24,7.5,21.4277,78.5
2.4,Jinxing Qi,61,Male,China,China,Hangzhou,Real Estate,TRUE,125.08,2.9,19.91,77
2.4,Qiu Jianping & family,61,Male,China,China,Hangzhou,Manufacturing,TRUE,125.08,2.9,19.91,77
2.4,Rajan Raheja & family,68,Male,India,India,Mumbai,Diversified,FALSE,180.44,7.7,2.611,69.4
2.4,Matthias Reinhart,63,Male,Switzerland,Switzerland,Zurich,Finance & Investments,TRUE,99.55,0.4,0.703082435,83.6
2.4,Arnout Schuijff,55,Male,Netherlands,Netherlands,Amsterdam,Technology,TRUE,115.91,2.6,0.909070395,81.8
2.4,Hans Sy,67,Male,Philippines,Philippines,Manila,Diversified,FALSE,129.61,2.5,0.376795509,71.1
2.4,Herbert Sy,66,Male,Philippines,Philippines,Manila,Diversified,FALSE,129.61,2.5,0.376795509,71.1
2.4,Lucio Tan,88,Male,Philippines,Philippines,Manila,Diversified,TRUE,129.61,2.5,0.376795509,71.1
2.4,Tsai Ming-kai,72,Male,Taiwan,Taiwan,Hsinchu,Technology,TRUE,NA,NA,NA,NA
2.4,Ted Turner,84,Male,United States,United States,Atlanta,Media & Entertainment,FALSE,117.24,7.5,21.4277,78.5
2.4,David Walentas,84,Male,United States,United States,New York,Real Estate,TRUE,117.24,7.5,21.4277,78.5
2.4,Urs Wietlisbach,61,Male,Switzerland,Switzerland,Zug,Finance & Investments,TRUE,99.55,0.4,0.703082435,83.6
2.4,Jerry Yang,54,Male,United States,United States,Los Altos Hills,Technology,TRUE,117.24,7.5,21.4277,78.5
2.4,Yang Jianliang & family,53,Male,China,China,Wuxi,Manufacturing,TRUE,125.08,2.9,19.91,77
2.4,Yang Weidong & family,54,Male,China,China,Jiaxing,Manufacturing,TRUE,125.08,2.9,19.91,77
2.4,Mortimer Zuckerman,85,Male,United States,United States,New York,Real Estate,TRUE,117.24,7.5,21.4277,78.5
2.3,John Armitage,63,Male,Ireland,United Kingdom,London,Finance & Investments,TRUE,119.62,1.7,2.827113185,81.3
2.3,Lee Bass,66,Male,United States,United States,Fort Worth,Energy,FALSE,117.24,7.5,21.4277,78.5
2.3,John Bicket,43,Male,United States,United States,San Francisco,Technology,TRUE,117.24,7.5,21.4277,78.5
2.3,Sanjit Biswas,41,Male,United States,United States,San Francisco,Technology,TRUE,117.24,7.5,21.4277,78.5
2.3,Timothy Boyle,73,Male,United States,United States,Portland,Fashion & Retail,TRUE,117.24,7.5,21.4277,78.5
2.3,Morris Chang,91,Male,Taiwan,Taiwan,Hsinchu,Technology,TRUE,NA,NA,NA,NA
2.3,Chao Teng-hsiung,78,Male,Taiwan,Taiwan,Taipei,Real Estate,TRUE,NA,NA,NA,NA
2.3,Samuel Chen,73,Male,Taiwan,NA,NA,Finance & Investments,TRUE,NA,NA,NA,NA
2.3,Chu Lam Yiu,53,Female,Hong Kong,Hong Kong,Hong Kong,Manufacturing,TRUE,NA,NA,NA,NA
2.3,K. Dinesh,68,Male,India,India,Bangalore,Technology,TRUE,180.44,7.7,2.611,69.4
2.3,James Duff,62,Male,United States,United States,Hattiesburg,Diversified,TRUE,117.24,7.5,21.4277,78.5
2.3,Thomas Duff,66,Male,United States,United States,Hattiesburg,Diversified,TRUE,117.24,7.5,21.4277,78.5
2.3,Daniel Ek,40,Male,Sweden,Sweden,Stockholm,Technology,TRUE,110.51,1.8,0.530832909,82.5
2.3,John Fisher,61,Male,United States,United States,San Francisco,Fashion & Retail,FALSE,117.24,7.5,21.4277,78.5
2.3,Georg Haub,61,Male,Germany,Germany,Berlin,Fashion & Retail,FALSE,112.85,1.4,3.845630031,80.9
2.3,Erman Ilicak,55,Male,Turkey,Turkey,Ankara,Construction & Engineering,TRUE,234.44,15.2,0.754411708,77.4
2.3,Justin Ishbia,45,Male,United States,United States,Chicago,Finance & Investments,FALSE,117.24,7.5,21.4277,78.5
2.3,Long Jiang,49,Male,China,China,Weifang,Technology,TRUE,125.08,2.9,19.91,77
2.3,Bruce Karsh,67,Male,United States,United States,Los Angeles,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
2.3,Bom Kim,44,Male,United States,South Korea,Seoul,Technology,TRUE,115.16,0.4,2.029,82.6
2.3,Jianping Lai,NA,Male,China,China,Foshan,Food & Beverage,TRUE,125.08,2.9,19.91,77
2.3,Lam Kong,58,Male,China,Hong Kong,Hong Kong,Healthcare,TRUE,NA,NA,NA,NA
2.3,Stephen Lansdown,70,Male,Guernsey,Guernsey,St. Peter Port,Finance & Investments,TRUE,NA,NA,NA,NA
2.3,Kevin David Lehmann,20,Male,Germany,NA,NA,Fashion & Retail,FALSE,NA,NA,NA,NA
2.3,Li Haiyan,NA,Female,China,China,Chengdu,Food & Beverage,TRUE,125.08,2.9,19.91,77
2.3,Hua Li,45,Male,China,China,Shenzhen,Finance & Investments,TRUE,125.08,2.9,19.91,77
2.3,Lim Kok Thay,71,Male,Malaysia,Malaysia,Kuala Lumpur,Gambling & Casinos,FALSE,121.46,0.7,0.364701518,76
2.3,Kishore Mariwala,88,Male,India,India,Mumbai,Food & Beverage,FALSE,180.44,7.7,2.611,69.4
2.3,Clayton Mathile,82,Male,United States,United States,Brookville,Food & Beverage,TRUE,117.24,7.5,21.4277,78.5
2.3,Mi Enhua,65,Male,China,China,Urumqi,Fashion & Retail,TRUE,125.08,2.9,19.91,77
2.3,Vadim Moshkovich,55,Male,Russia,Russia,Moscow,Food & Beverage,TRUE,180.75,4.5,1.699876579,72.7
2.3,David Murdock,99,Male,United States,United States,Ventura,Food & Beverage,TRUE,117.24,7.5,21.4277,78.5
2.3,David Nahmad,75,Male,Monaco,United States,New York,Fashion & Retail,TRUE,117.24,7.5,21.4277,78.5
2.3,Lirio Parisotto,69,Male,Brazil,Brazil,Manaus,Finance & Investments,TRUE,167.4,3.7,1.839758041,75.7
2.3,Augusto Perfetti,NA,Male,Italy,Switzerland,Lugano,Food & Beverage,FALSE,99.55,0.4,0.703082435,83.6
2.3,Giorgio Perfetti,NA,Male,Italy,Switzerland,Lugano,Food & Beverage,FALSE,99.55,0.4,0.703082435,83.6
2.3,Alberto Prada,69,Male,Italy,Italy,Milan,Fashion & Retail,FALSE,110.62,0.6,2.001244392,82.9
2.3,Marina Prada,77,Female,Italy,Italy,Milan,Fashion & Retail,FALSE,110.62,0.6,2.001244392,82.9
2.3,Filiz Sahenk,56,Female,Turkey,Turkey,Istanbul,Diversified,FALSE,234.44,15.2,0.754411708,77.4
2.3,Richard Sands,72,Male,United States,United States,Delray Beach,Food & Beverage,FALSE,117.24,7.5,21.4277,78.5
2.3,Stephan Schmidheiny,75,Male,Switzerland,Switzerland,Hurden,Finance & Investments,FALSE,99.55,0.4,0.703082435,83.6
2.3,Alberto Siccardi & family,78,Male,Switzerland,Switzerland,Lugano,Healthcare,FALSE,99.55,0.4,0.703082435,83.6
2.3,Stefan Soloviev,47,Male,United States,United States,Delray Beach,Real Estate,FALSE,117.24,7.5,21.4277,78.5
2.3,Tang Yiu,89,Male,Hong Kong,Hong Kong,Hong Kong,Fashion & Retail,TRUE,NA,NA,NA,NA
2.3,Tian Ming,69,Male,China,China,Hefei,Technology,TRUE,125.08,2.9,19.91,77
2.3,T.Y. Tsai,70,Male,Taiwan,Taiwan,Taipei,Finance & Investments,FALSE,NA,NA,NA,NA
2.3,Jayshree Ullal,62,Female,United States,United States,Saratoga,Technology,TRUE,117.24,7.5,21.4277,78.5
2.3,Georg von Opel,56,Male,Switzerland,United Kingdom,London,Finance & Investments,FALSE,119.62,1.7,2.827113185,81.3
2.3,Lang Walker,77,Male,Australia,Australia,Sydney,Real Estate,TRUE,119.8,1.6,1.392680589,82.7
2.3,Xicheng Wang & family,74,Male,China,China,Zhaoyuan,Manufacturing,TRUE,125.08,2.9,19.91,77
2.3,Wang Zhenhua,61,Male,China,China,Shanghai,Real Estate,TRUE,125.08,2.9,19.91,77
2.3,Paul-Heinz Wesjohann & family,79,Male,Germany,Germany,Rechterfeld,Food & Beverage,TRUE,112.85,1.4,3.845630031,80.9
2.3,Xie Bingkun & family,56,Male,China,China,Fuzhou,Fashion & Retail,TRUE,125.08,2.9,19.91,77
2.3,Xu Shugen,57,Male,China,China,Hangzhou,Manufacturing,TRUE,125.08,2.9,19.91,77
2.3,Christoph Zeller,65,Male,Liechtenstein,Liechtenstein,Vaduz,Healthcare,FALSE,NA,NA,0.006552859,83
2.3,Zhang Jingzhang & family,87,Male,China,China,Ningbo,Manufacturing,TRUE,125.08,2.9,19.91,77
2.2,George Argyros & family,86,Male,United States,United States,Newport Beach,Real Estate,TRUE,117.24,7.5,21.4277,78.5
2.2,Brian Armstrong,40,Male,United States,United States,San Francisco,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
2.2,Albert Avdolyan,52,Male,Russia,Russia,Moscow,Energy,TRUE,180.75,4.5,1.699876579,72.7
2.2,Sezai Bacaksiz,73,Male,Turkey,Turkey,Ankara,Diversified,TRUE,234.44,15.2,0.754411708,77.4
2.2,Aneel Bhusri,57,Male,United States,United States,San Francisco,Technology,TRUE,117.24,7.5,21.4277,78.5
2.2,Brett Blundy,63,Male,Australia,Bahamas,Paradise Island,Fashion & Retail,TRUE,NA,NA,NA,NA
2.2,J. Hyatt Brown,85,Male,United States,United States,Ormond Beach,Finance & Investments,FALSE,117.24,7.5,21.4277,78.5
2.2,Chen Jinxia,55,Female,China,China,Shanghai,Finance & Investments,FALSE,125.08,2.9,19.91,77
2.2,Chen Xueli,71,Male,China,China,Weihai,Healthcare,TRUE,125.08,2.9,19.91,77
2.2,Dermot Desmond,72,Male,Ireland,Ireland,Dublin,Finance & Investments,TRUE,NA,NA,NA,NA
2.2,Dong Wei,52,Male,China,China,Lianyungang,Healthcare,TRUE,125.08,2.9,19.91,77
2.2,Tom Ford,61,Male,United States,United States,Los Angeles,Fashion & Retail,TRUE,117.24,7.5,21.4277,78.5
2.2,Fu Guangming & family,69,Male,China,China,Nanping,Food & Beverage,TRUE,125.08,2.9,19.91,77
2.2,Noam Gottesman,61,Male,United States,United States,New York,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
2.2,Jeffrey Gundlach,64,Male,United States,United States,Los Angeles,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
2.2,Hao Hong,67,Male,United States,China,Tianjin,Healthcare,TRUE,125.08,2.9,19.91,77
2.2,Shmuel Harlap,78,Male,Israel,Israel,Tel Aviv,Automotive,FALSE,108.15,0.8,0.395098666,82.8
2.2,Hans-Werner Hector,83,Male,Germany,Germany,Weinheim,Technology,TRUE,112.85,1.4,3.845630031,80.9
2.2,Lutz Mario Helmig & family,76,Male,Germany,Germany,Grebenhain,Healthcare,TRUE,112.85,1.4,3.845630031,80.9
2.2,Chulong Huang,64,Male,Canada,China,Shenzhen,Real Estate,TRUE,125.08,2.9,19.91,77
2.2,Thomas James,80,Male,United States,United States,Saint Petersburg,Finance & Investments,FALSE,117.24,7.5,21.4277,78.5
2.2,James Jannard,73,Male,United States,United States,San Juan Islands,Fashion & Retail,TRUE,117.24,7.5,21.4277,78.5
2.2,Willis Johnson,75,Male,United States,United States,Franklin,Automotive,TRUE,117.24,7.5,21.4277,78.5
2.2,Lai Shixian,48,Male,China,China,Quanzhou,Fashion & Retail,TRUE,125.08,2.9,19.91,77
2.2,Chris Larsen,62,Male,United States,United States,San Francisco,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
2.2,Solomon Lew,78,Male,Australia,Australia,Melbourne,Fashion & Retail,TRUE,119.8,1.6,1.392680589,82.7
2.2,Liang Xinjun,54,Male,Singapore,Singapore,Singapore,Diversified,TRUE,114.41,0.6,0.372062527,83.1
2.2,Harald Link,68,Male,Thailand,Thailand,Bangkok,Diversified,FALSE,113.27,0.7,0.543649976,76.9
2.2,Max Lytvyn,43,Male,Canada,United States,San Francisco,Technology,TRUE,117.24,7.5,21.4277,78.5
2.2,Igor Makarov,60,Male,Cyprus,United States,Miami,Energy,TRUE,117.24,7.5,21.4277,78.5
2.2,Howard Marks,76,Male,United States,United States,New York,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
2.2,Charles Munger,99,Male,United States,United States,Los Angeles,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
2.2,Adam Neumann,44,Male,Israel,United States,Miami,Real Estate,TRUE,117.24,7.5,21.4277,78.5
2.2,Thi Phuong Thao Nguyen,52,Female,Vietnam,Vietnam,Ho Chi Minh City,Diversified,TRUE,163.52,2.8,0.261921245,75.3
2.2,Ni Yongpei & family,71,Male,China,China,Liuan,Food & Beverage,TRUE,125.08,2.9,19.91,77
2.2,Heloise Pratt,60,Female,Australia,Australia,Melbourne,Manufacturing,FALSE,119.8,1.6,1.392680589,82.7
2.2,Qi Xiangdong,52,Male,China,China,Beijing,Technology,TRUE,125.08,2.9,19.91,77
2.2,Phillip T. (Terry) Ragon,73,Male,United States,United States,Boston,Technology,TRUE,117.24,7.5,21.4277,78.5
2.2,Prathap Reddy,91,Male,India,India,Chennai,Healthcare,TRUE,180.44,7.7,2.611,69.4
2.2,Jerry Reinsdorf,87,Male,United States,United States,Chicago,Sports,TRUE,117.24,7.5,21.4277,78.5
2.2,Chad Richison,52,Male,United States,United States,Edmond,Technology,TRUE,117.24,7.5,21.4277,78.5
2.2,"Karl Scheufele, III. & family",84,Male,Switzerland,Switzerland,Geneva,Fashion & Retail,TRUE,99.55,0.4,0.703082435,83.6
2.2,Alice Schwartz,96,Female,United States,United States,El Cerrito,Healthcare,TRUE,117.24,7.5,21.4277,78.5
2.2,Alex Shevchenko,43,Male,Canada,Canada,NA,Technology,TRUE,116.76,1.9,1.73642563,81.9
2.2,Kavitark Ram Shriram,66,Male,United States,United States,Menlo Park,Technology,TRUE,117.24,7.5,21.4277,78.5
2.2,Jeffrey Soffer,55,Male,United States,United States,Aventura,Real Estate,FALSE,117.24,7.5,21.4277,78.5
2.2,William Stone,67,Male,United States,United States,East Lyme,Technology,TRUE,117.24,7.5,21.4277,78.5
2.2,Henry Swieca,65,Male,United States,United States,New York,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
2.2,Harley Sy,63,Male,Philippines,Philippines,Manila,Diversified,FALSE,129.61,2.5,0.376795509,71.1
2.2,Teresita Sy-Coson,72,Female,Philippines,Philippines,Manila,Diversified,FALSE,129.61,2.5,0.376795509,71.1
2.2,Katsumi Tada,77,Male,Japan,Japan,Tokyo,Real Estate,TRUE,105.48,0.5,5.081769542,84.2
2.2,Tang Jinkui & family,67,Male,China,China,Suzhou,Manufacturing,TRUE,125.08,2.9,19.91,77
2.2,Tang Xiao'ou,55,Male,Hong Kong,China,Shanghai,Technology,TRUE,125.08,2.9,19.91,77
2.2,Lottie Tham & family,73,Female,Sweden,Sweden,Stockholm,Fashion & Retail,FALSE,110.51,1.8,0.530832909,82.5
2.2,Shamsheer Vayalil,46,Male,India,United Arab Emirates,Abu Dhabi,Healthcare,FALSE,114.52,-1.9,0.421142268,77.8
2.2,Radha Vembu,50,Female,India,India,Chennai,Technology,FALSE,180.44,7.7,2.611,69.4
2.2,Wang Wenmo,66,Male,China,China,Quanzhou,Fashion & Retail,TRUE,125.08,2.9,19.91,77
2.2,Wang Zhenghua,78,Male,China,China,Shanghai,Service,TRUE,125.08,2.9,19.91,77
2.2,David Wertheim,65,Male,Israel,Israel,NA,Food & Beverage,FALSE,108.15,0.8,0.395098666,82.8
2.2,Kai Wu,55,Male,China,China,Ningde,Energy,TRUE,125.08,2.9,19.91,77
2.2,Xu Yingzhuo,55,Male,China,China,Guangzhou,Food & Beverage,TRUE,125.08,2.9,19.91,77
2.2,Yeung Kin-man,59,Male,Hong Kong,Hong Kong,Hong Kong,Manufacturing,TRUE,NA,NA,NA,NA
2.2,Huijiao Yu,57,Male,China,China,Shanghai,Logistics,TRUE,125.08,2.9,19.91,77
2.2,Oren Zeev,58,Male,Israel,United States,Los Altos,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
2.2,Clayton Zekelman,54,Male,Canada,Canada,Windsor,Manufacturing,FALSE,116.76,1.9,1.73642563,81.9
2.2,Zhao Fenggang,57,Male,China,China,Ningde,Energy,TRUE,125.08,2.9,19.91,77
2.1,Alex Beard,55,Male,United Kingdom,United Kingdom,London,Metals & Mining,TRUE,119.62,1.7,2.827113185,81.3
2.1,Travis Boersma,52,Male,United States,United States,Grants Pass,Food & Beverage,TRUE,117.24,7.5,21.4277,78.5
2.1,Martin Bouygues,NA,Male,France,France,Paris,Construction & Engineering,FALSE,110.05,1.1,2.715518274,82.5
2.1,Olivier Bouygues,72,Male,France,NA,NA,Construction & Engineering,FALSE,NA,NA,NA,NA
2.1,William Boyd & family,91,Male,United States,United States,Las Vegas,Gambling & Casinos,TRUE,117.24,7.5,21.4277,78.5
2.1,Anand Burman,70,Male,India,India,Delhi,Food & Beverage,FALSE,180.44,7.7,2.611,69.4
2.1,Cao Ji,71,Male,China,China,Hangzhou,Manufacturing,TRUE,125.08,2.9,19.91,77
2.1,Bruce Cheng,86,Male,Taiwan,Taiwan,Taipei,Technology,TRUE,NA,NA,NA,NA
2.1,Chi Yufeng,52,Male,China,China,Beijing,Technology,FALSE,125.08,2.9,19.91,77
2.1,Daniel Chiu,62,Male,Hong Kong,Hong Kong,Hong Kong,Energy,TRUE,NA,NA,NA,NA
2.1,Beda Diethelm,82,Male,Switzerland,Switzerland,Zurich,Healthcare,TRUE,99.55,0.4,0.703082435,83.6
2.1,Domenico Dolce,64,Male,Italy,Italy,Milan,Fashion & Retail,TRUE,110.62,0.6,2.001244392,82.9
2.1,Ralph Dommermuth,59,Male,Germany,Germany,Montabaur,Technology,TRUE,112.85,1.4,3.845630031,80.9
2.1,Georgi Domuschiev,50,Male,Bulgaria,United Kingdom,London,Diversified,TRUE,119.62,1.7,2.827113185,81.3
2.1,Kiril Domuschiev,53,Male,Bulgaria,United Kingdom,London,Diversified,TRUE,119.62,1.7,2.827113185,81.3
2.1,Bob Ell,78,Male,Australia,Australia,Surfers Paradise,Real Estate,TRUE,119.8,1.6,1.392680589,82.7
2.1,Paul Foster,65,Male,United States,United States,El Paso,Energy,TRUE,117.24,7.5,21.4277,78.5
2.1,Stefano Gabbana,60,Male,Italy,Italy,Milan,Fashion & Retail,TRUE,110.62,0.6,2.001244392,82.9
2.1,Xingjiang Gao,59,Male,China,China,Huzhou,Manufacturing,TRUE,125.08,2.9,19.91,77
